Add ID,Price,Location,Post Date,Bedrooms,Bathrooms,Land Size,Building Size
904148408,783000000.0,Kramatwatu,2023-08-12T03:09:33+0000,2,1,72,40
898982685,800000000.0,Kasemen,2023-08-05T05:10:05+0000,3,1,320,150
921514710,625000000.0,Bojonegara,2024-10-15T07:25:21+0000,2,1,90,75
927020133,450000000.0,Waringin Kurung,2024-10-15T02:24:54+0000,2,1,120,75
927013103,400000000.0,Baros,2024-10-14T16:11:24+0000,2,2,258,120
918523129,485000000.0,Cibeber,2024-10-14T08:44:47+0000,2,1,84,42
926985182,1300000000.0,Gerogol,2024-10-14T04:50:46+0000,4,2,200,350
925095420,800000000.0,Purwakarta,2024-10-14T00:32:40+0000,3,3,112,160
925100237,2000000000.0,Cilegon,2024-10-14T00:32:25+0000,5,5,490,373
907462143,170000000.0,Gerogol,2024-10-13T08:59:08+0000,2,1,60,46
926885900,350000000.0,Cibeber,2024-10-11T14:04:32+0000,2,1,120,80
926868688,1200000000.0,Purwakarta,2024-10-11T06:58:27+0000,2,2,130,120
926852804,1000000000.0,Cilegon,2024-10-11T00:53:46+0000,4,3,90,160
926819341,450000000.0,Cilegon,2024-10-10T04:16:30+0000,2,2,120,100
926785210,2000000.0,Cilegon,2024-10-09T07:28:35+0000,2,1,65,38
926778479,110000000.0,Cibeber,2024-10-09T05:26:11+0000,3,1,72,72
926775482,350000000.0,Waringin Kurung,2024-10-09T04:26:57+0000,2,1,130,80
926757480,90000000.0,Citangkil,2024-10-08T13:47:52+0000,2,1,00,00
926702050,260000000.0,Waringin Kurung,2024-10-07T08:31:59+0000,2,1,30,30
926696856,87000000.0,Cilegon,2024-10-07T06:42:54+0000,2,1,63,27
923535841,4500000000.0,Kibin,2024-10-07T02:05:11+0000,9,3,494,400
926674622,370000000.0,Cilegon,2024-10-06T14:16:12+0000,3,2,112,60
926660270,27000000.0,Kragilan,2024-10-06T06:36:10+0000,2,1,60,60
926615402,500000004.0,Pabuaran,2024-10-05T04:11:29+0000,3,1,90,39
926593419,400000000.0,Kragilan,2024-10-04T11:45:18+0000,2,1,90,45
926566419,500000000.0,Citangkil,2024-10-04T02:02:11+0000,3,2,120,60
923899891,1200000.0,Cilegon,2024-10-03T11:31:17+0000,2,1,100,100
926548549,800000000.0,Cilegon,2024-10-03T10:09:30+0000,3,1,300,200
926532094,250000000.0,Karang Tanjung,2024-10-03T04:35:22+0000,2,2,80,54
926520239,370000000.0,Purwakarta,2024-10-02T21:39:43+0000,2,1,72,72
926517660,600000000.0,Jombang,2024-10-02T16:31:37+0000,4,2,115,180
922466631,699000000.0,Gerogol,2024-10-02T13:26:19+0000,2,2,128,75
926512428,150000000.0,Kragilan,2024-10-02T13:08:20+0000,2,1,60,60
917285241,450000000.0,Citangkil,2024-10-02T01:59:59+0000,3,1,304,190
926441156,330000000.0,Purwakarta,2024-10-01T02:38:21+0000,2,1,72,36
926419328,850000000.0,Cilegon,2024-09-30T09:41:40+0000,3,2,108,100
926417339,550000000.0,Kragilan,2024-09-30T08:54:47+0000,4,3,90,90
926388981,400000000.0,Cibeber,2024-09-29T14:56:11+0000,4,2,305,305
